experiment,c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in
file_550.txt,0.17853031592994556,312.18032194204255,0.00045231330905734355,0.00044282581367655033,0.00033013345638140953,311.8655588565918,0.0004414284939615308,0.007267407080661224,5.626539607236768e-07,0.006802863407393286,0.18999999999999997,323.15,323.15
file_55007.txt,0.18372059244794461,315.50453372375387,0.0003775844201155607,0.00044036397716614616,0.00039278863399338604,315.24822678442433,0.0004307166301644027,0.010356035826983242,5.404352505394761e-07,0.004262450224081244,0.18999999999999997,323.15,323.15
file_55801.txt,0.18288980579457156,314.5620810281387,0.0003644846515111167,0.0005184615456289781,0.0003415208316413071,314.30679136996656,0.00042205809707518383,0.010288061458132195,5.40223568906549e-07,0.005719972624619466,0.18999999999999997,323.15,323.15
file_55946.txt,0.17185765819422363,312.99782631999,0.0004806747736674227,0.0005963182947835604,0.00041989162063682577,312.80225864167113,0.0004849804203751158,0.00870824803927149,3.7530042457060606e-07,0.006170635538320077,0.17695047308712,323.12063736011265,323.12063736011265
file_56035.txt,0.1811426976717791,312.19748168795644,0.00046081536220530915,0.00046751758811007017,0.00042483527293353453,311.89004084570655,0.0005221968087090446,0.007564171971996379,4.1227490809084787e-07,0.004401220108144915,0.18999999999999997,323.15,323.15
file_56250.txt,0.18375451030969872,316.56680732582475,0.0004319810764553473,0.0004681296064662202,0.00029485912417496005,316.3118058408186,0.0005104601800352657,0.011257631075483257,5.004413288495322e-07,0.006334506768624356,0.18999999999999997,323.15,323.15
file_57262.txt,0.17386860087487002,312.9887592089192,0.00042173474069694085,0.00046131916281463023,0.00035793398520614264,312.6217399189074,0.0004999195528302777,0.007257376139230922,5.659112721351474e-07,0.0062388480498680645,0.17695047308712,323.12063736011265,323.12063736011265
file_57858.txt,0.18196732181107683,314.5997515558766,0.0004572040584430459,0.00044020250198225687,0.0003495389028787352,314.3539321026952,0.0005006208166668552,0.010031615218352226,4.486866649949489e-07,0.00575666605454083,0.18999999999999997,323.15,323.15
file_58631.txt,0.1810543095868144,314.37699919731335,0.00039668711031883995,0.0005280652505517687,0.00039541783443532353,314.1651322791887,0.0004032580534925832,0.009362503614120655,4.559572403332606e-07,0.005692288705264378,0.18999999999999997,323.15,323.15
file_58911.txt,0.17474562938938784,313.8370416082473,0.0003673441105467661,0.0005223371289361431,0.0004126382189024035,313.4401477765217,0.0005366671429670674,0.008036561084689423,5.949697274341106e-07,0.004633001583287402,0.17695047308712,323.12063736011265,323.12063736011265
