c_lo,T_PM_lo,d10_lo,d50_lo,d90_lo,T_TM_lo,c_hi,T_PM_hi,d10_hi,d50_hi,d90_hi,T_TM_hi
-0.01444549039010636,-0.3628848887206726,0.007000044320003227,-0.009503169544057236,-0.0036427811544838297,-0.2901223914338024,0.00466284081344239,0.5720312393428497,0.001571897085531518,0.009715201891974792,-0.0012811082589921604,0.5653215365124615
-0.014721221476837318,-0.385749349665802,0.007132176641599372,-0.009590514563040123,-0.003868891374439274,-0.3052859918785961,0.0046746723354303054,0.5710989630939178,0.0015967447718222589,0.009780521132068024,-0.0013161110866365085,0.5655342058850201
-0.013891096413179557,-0.2988185382606201,0.006373968307153419,-0.008941409736887798,-0.00319482617196468,-0.2475968913746746,0.004733811318918388,0.5743713773013763,0.0015590075810988397,0.009419473446921692,-0.0010241749871072422,0.5632401423169049
-0.01382024511699311,-0.2934447623016052,0.0063123818079392465,-0.008891700394467697,-0.0031351246696415293,-0.244023443908778,0.004707492142959755,0.5742431081058197,0.0015411112865050286,0.009416567720488891,-0.001025665103226627,0.5631537751866253
-0.014429859072014014,-0.35477865703121947,0.006936345581189826,-0.009429209493116722,-0.003627073467940365,-0.284640880079356,0.004723943024917763,0.5730444586993866,0.0015901212056715936,0.009653295017794952,-0.0012183743703660618,0.5650328116131695
-0.014177582413002173,-0.3181696034194641,0.006591417227164939,-0.009101205132917747,-0.0034236390900316584,-0.2603018896294506,0.004834338277622383,0.5751262105228119,0.0016151700576384515,0.009438807703570709,-0.0010209861386117588,0.5636293010426434
-0.014222479611679236,-0.34319723613278197,0.00681303102173014,-0.009349599108116016,-0.0034683034580650675,-0.2771672920895489,0.004646628350063484,0.5721257723094635,0.0015538368781645745,0.009640696086005554,-0.001218545733719791,0.5646579580021771
-0.014344717562242667,-0.3443885541679077,0.006848059926406577,-0.009346784651295528,-0.0035543800157013285,-0.2776851074410351,0.004738136380954903,0.5735771454097442,0.001583423133714959,0.009610342420653686,-0.0011778357613381992,0.5647393779469403
-0.014082956314130942,-0.29874263174549864,0.006377637718097404,-0.008877091668562279,-0.0033342228096428263,-0.24722579285630303,0.004890768975063484,0.576261440587204,0.0016121227701743096,0.009332994557933197,-0.0009068357932862888,0.5626991705609234
-0.013966004550501029,-0.31306383974568175,0.006526660505906776,-0.009092692844585762,-0.003258159832328831,-0.2571177200985821,0.004682946205183189,0.5734237230540924,0.0015476677974303216,0.009506362117843017,-0.0011058109987077366,0.5638107375813397
-0.013863775134130637,-0.29280845291630553,0.006311893794910148,-0.008882749453203068,-0.0031747990113201487,-0.24361843034752922,0.004768162220760506,0.5748925007106476,0.0015749741753180474,0.00937064979227005,-0.0009836512792405735,0.5629955844593915
-0.014295361191078345,-0.3500667608501129,0.0068659971991936715,-0.009391240403072224,-0.0035274349909725534,-0.2817232923222454,0.004645089805170219,0.5718496835948639,0.0015573684533675164,0.009665610827521667,-0.0012348327029046665,0.5647687034321698
-0.014514594525142829,-0.36868796713368224,0.007043887261525825,-0.009534005634502754,-0.003694940806597744,-0.29391256138810234,0.004660519957586449,0.5718894994975738,0.0015703771670897454,0.009741770662383423,-0.0012987214315232883,0.5654579119397076
-0.01431365981702439,-0.35309971339718627,0.006884709332362846,-0.009415538609043941,-0.0035531804722252237,-0.28389522597321587,0.00465230569247834,0.5715645349742584,0.0015777085383971185,0.009657810069636688,-0.0012340503919419895,0.5647543387127789
-0.014217878878160636,-0.34098089702145384,0.00679086926974459,-0.009332136809841976,-0.0034748692822161066,-0.2758171872807415,0.004684313386722725,0.5723959005595856,0.0015838850697119683,0.00959684196861206,-0.0011850106704530369,0.5644907669735821
-0.014379023760601203,-0.3549081779243164,0.006930079642907813,-0.00943863447757183,-0.0035888650279941904,-0.28481519386300164,0.0046764306724511795,0.5723867214442901,0.0015706602891524285,0.009677174128608093,-0.0012449803936776767,0.5650540904713544
-0.014097037911459128,-0.3106770909549408,0.006528277281896308,-0.009054303728060112,-0.0033589438360634195,-0.25534707471856194,0.004835571348711174,0.5754507578136139,0.001613173302038476,0.009410100616530762,-0.0010065990674790989,0.5635419206334027
-0.014414618909403007,-0.356905857396286,0.006927352730409339,-0.009425175003723488,-0.0036167786282005655,-0.28611412808426934,0.0046773992479287796,0.5721961057902984,0.001568462367876336,0.009681383706645355,-0.0012366580951509128,0.5649270133686932
-0.01402183175091378,-0.3163334227325134,0.006552867923156455,-0.009106766060010776,-0.003304524795383488,-0.25928303763398247,0.004704385250850838,0.5734848774196319,0.0015599687059958429,0.009502800740317688,-0.001094724534779514,0.5637637095166119
-0.012900973856493156,-0.9108032978297882,-0.0006750632484991998,-0.007738749124125825,-0.005516792164415394,-0.7838566021634015,0.007192987203642052,0.16268193192498018,0.00495110791526632,0.0027984702959817508,0.003732432128161465,0.11283128127583582
-0.01484902501110665,-0.4045439756633453,0.007266275916473106,-0.009724153764561996,-0.003974777163237606,-0.3178660886002453,0.004609166830822151,0.5697507060290985,0.0015899125894148797,0.009882459975795135,-0.001420732139378513,0.566144319028941
-0.01420757472519509,-0.34069917566792296,0.006780635897294715,-0.009314178116635666,-0.0034535196435156214,-0.27546882793435173,0.004645238816782158,0.5721437133075409,0.0015461255272467584,0.009633185900763855,-0.0012046056974229465,0.5645035819722088
-0.014260101318403403,-0.3425003088237457,0.006816320453063682,-0.00933548305185257,-0.003488123865098034,-0.27652356192597466,0.004672034829898994,0.5727212227107696,0.0015516613086302728,0.009637492336348877,-0.0012058573949632297,0.5646856145573529
-0.013998969644352119,-0.3140671945335083,0.006536767218486503,-0.00909544490279375,-0.003285920695632969,-0.25777751371392327,0.004707324504896324,0.57364461786763,0.0015607659181197137,0.009493748284892425,-0.0010912302124795566,0.5637660340977582
-0.013879249990030448,-0.28933326370732115,0.006273415271417335,-0.008835171908156261,-0.00318632505950359,-0.24127504393586235,0.004812452197118919,0.5754518306972198,0.0015922818740447015,0.009327250160292969,-0.0009389701474008213,0.5627267079068097
-0.014723702520176093,-0.38566438324467467,0.007165771309510902,-0.009620879404262886,-0.003858924360245739,-0.30506766006478386,0.004670581966682594,0.5715632236720734,0.001583616848810479,0.009802865423278198,-0.0013420540082749973,0.5658504085255536
-0.014619778096719901,-0.37313715584294127,0.007088858966008857,-0.00954784322531639,-0.003764426783889805,-0.2965991513443859,0.004687349498315971,0.5724546111346893,0.0015677992662032098,0.009762624837474213,-0.0013028788554963718,0.5656493620587262
-0.01425684168939225,-0.33770389325634764,0.006777990941182807,-0.009299034811572418,-0.003496114612788235,-0.27344083950051384,0.004740852117582481,0.5734641350032501,0.0015957687457640618,0.0095657432452005,-0.0011483612644967685,0.5644442753506573
-0.014257344603582542,-0.34292838938252257,0.006796378974096015,-0.009320977702752933,-0.003497640119165455,-0.2769715504361065,0.004676702618642967,0.5723286665202789,0.0015670244058211297,0.009617532230929718,-0.001187148987084354,0.5644523815823468
-0.014441336691423575,-0.3646355069400482,0.007007088843957618,-0.009513028524832115,-0.0036391899746361124,-0.29130378529557305,0.004636927694126289,0.5716267622234039,0.0015598122438033075,0.009735452570037231,-0.0012981849897203098,0.5653428749752911
-0.01442623436455361,-0.3641084826709442,0.00698540765442057,-0.009495257027463302,-0.0036318921309414255,-0.291030199976054,0.00462864264850251,0.5713054335834198,0.0015595887263853997,0.009729089774207458,-0.0012896764266786228,0.56517997548112
-0.014207619428678672,-0.3291477061034851,0.006696697656289771,-0.00921870544554411,-0.003455670998662983,-0.2677327708912762,0.004773932695432823,0.5740524328471832,0.001604173000677392,0.009512069262580261,-0.001097749470501865,0.5641071514798077
-0.014339204132600944,-0.35279432899967955,0.006908122781888679,-0.009426178969458923,-0.003559908346504246,-0.2834739701462658,0.0046641074121438674,0.5722090996028595,0.0015670244058211297,0.009671899117545471,-0.0012438330042657505,0.5649807767582806
-0.013930122554346244,-0.30930457479969786,0.006465133611337379,-0.009041836112753734,-0.003241859824627911,-0.25479895040520745,0.004696379601999443,0.5732182658435516,0.0015666518767912835,0.009462232328967438,-0.0010683792817887912,0.5634341554356488
-0.014184656739278953,-0.33750386006848143,0.006763421330825523,-0.009300074167565689,-0.00343397677060989,-0.2733253555012615,0.004658761620565575,0.5725105798961334,0.0015504096110899896,0.009616794623450622,-0.001194592117100681,0.5645061449719342
-0.014114457368894736,-0.3368723190547638,0.0067365955153862985,-0.009298467636124477,-0.0033915978681745874,-0.27316209837922173,0.004616926610513847,0.5715790189029388,0.0015484948118765802,0.009617353416995392,-0.0012064012873468052,0.5643695907307538
-0.014152228087230842,-0.3316346204997711,0.006707713339702323,-0.00925456043334423,-0.0034213964652719843,-0.26958930656441765,0.004712361097379845,0.5730020797969513,0.001590173359735772,0.009544933773593292,-0.0011397260415849338,0.564206870050517
-0.018839749693914574,-0.6746616757632904,0.0027976747194687875,-0.005056033469752656,-0.0053798300039472925,-0.5164928154660138,0.004245153814598244,0.5129685199977569,0.0019900907238562552,0.007338556088523255,0.0026002642523947107,0.49051961466797905
-0.019155758619352502,-0.8259085810901337,-0.002961609180792138,-0.0016047606244844058,-0.005601581634253536,-0.5721728520108136,0.0036611624062501597,0.41736731894032286,0.0026339624484618155,0.006375583447532044,0.003778677881926571,0.413925023527232
-0.01947816014294259,-0.8150324619533234,-0.003566253598554894,-0.0008165227249425511,-0.004795119614571606,-0.5485295371724042,0.004013582319065254,0.2930264867068939,0.004243593331201836,0.0038282895460885623,0.005237173737257992,0.30207798048981743
-0.019484582543417138,-0.8243562377216034,-0.0038675997813780753,-0.0010766932740968326,-0.004949653969377552,-0.5493877248478802,0.003893456608101051,0.30265758402363585,0.004066373821123406,0.004673885740355836,0.004499216080874478,0.31646093890198784
-0.019527974724813622,-0.8222798503162079,-0.003727052028997704,-0.0009388538077634434,-0.004888521955579792,-0.5497567968083295,0.003941140323921364,0.2987070775748901,0.004162307496889397,0.0043506348505776985,0.004792143107623135,0.31168279215821343
-0.019521626830145043,-0.8224841154338531,-0.0038090680202086417,-0.001016749627904282,-0.004942536802262341,-0.5487834529591473,0.003957382589622658,0.29855079419628905,0.004184264357908532,0.004363956488684998,0.00480513692018417,0.3116676525784405
-0.019530165195509118,-0.8237169183017425,-0.0037918571790297477,-0.0010095449164670566,-0.0049327839922609674,-0.5497066096974286,0.003941021114631813,0.2991266048671417,0.004162612970693871,0.004405791498736726,0.004750300646990811,0.3124954418850811
-0.019543449580713433,-0.8268469966174774,-0.0038052533229430167,-0.0010323623195451358,-0.004938414768547093,-0.5510859803868207,0.003897483646913688,0.3019063270808868,0.00411080908380346,0.004610488750056611,0.00454004526254562,0.31694725319871025
-0.019539761543317956,-0.826350072693985,-0.0038205568154890982,-0.001035905070618973,-0.004939360992282902,-0.550543220491496,0.003914884477897804,0.3014794088126831,0.004129837866648003,0.004603164829329835,0.004562911094397579,0.31669023797043877
-0.019536632299467248,-0.8242012656451874,-0.0037681792338927237,-0.0009893650189202884,-0.004916714952558552,-0.5502963976574811,0.0039292901754819564,0.2993185020209961,0.004146795388086602,0.0044233078137200935,0.004726987780303036,0.31268742844590264
-0.01953023225073449,-0.8231369055034332,-0.0037884746154387442,-0.0010056892410081485,-0.004933961183995281,-0.5494274215413006,0.003953132033392113,0.29844228394047545,0.004180255945547387,0.004353257454947816,0.004802395106524502,0.31155845686921196
-0.019535045325800103,-0.8242662943126373,-0.0037980560620863883,-0.0010152930393975833,-0.00493934236583141,-0.5498305873585614,0.003932158649011772,0.2998028791667633,0.004158410843237206,0.00444455686958252,0.004713114799231564,0.31365624234208184
-0.01953681856398217,-0.8238848841907196,-0.0037584040721495597,-0.0009749108925622563,-0.0049097747367325174,-0.5501966194821271,0.00392596349124543,0.2995030081988983,0.004145551141126916,0.004428128339366303,0.004724014998644863,0.31295797392853814
-0.019540759921117944,-0.8250294721843414,-0.0037749592622359244,-0.0009936714545053103,-0.0049220477056208,-0.5504976229382428,0.003914195299192589,0.300697783303421,0.004134941514356896,0.004505510069445954,0.004644100071162258,0.31500312850007134
-0.01953490376476876,-0.8239754236461334,-0.003774616535528466,-0.0009961189702313998,-0.004927976505130802,-0.5499597506237897,0.003945104032798927,0.29940457112805174,0.004173565324171349,0.004399123229102479,0.004739266337126766,0.3133014754963787
-0.019539456069513482,-0.824239829850357,-0.0037328783830244986,-0.0009639734402459721,-0.004905399383276974,-0.5507672147465619,0.003915905207439583,0.29986811645046996,0.0041381303628523795,0.00441132728012024,0.004712347389430081,0.3133313076210888
-0.019525977969213647,-0.8215561307193451,-0.0037321854790289847,-0.0009549209848207096,-0.004905781225532566,-0.5493887381268414,0.003950874507471245,0.2977477706195526,0.004180561419351861,0.004260035790519105,0.004875306488245999,0.30997595355042534
-0.01953807771210305,-0.824888924431961,-0.003784302290304467,-0.0010009581223291019,-0.004930759296983753,-0.5502130107594403,0.003921910375400703,0.30096144444958495,0.004148613329752251,0.004505532421187745,0.00463990539428619,0.3156709985447796
-0.019523757696195763,-0.8214341200114899,-0.003750931139810845,-0.0009678887203496555,-0.004915910289854084,-0.5489710287762555,0.003974578529640358,0.29747665889279173,0.004208180721624657,0.004248666204528199,0.004888643027514492,0.31016990706452446
-0.019534441828771752,-0.8238146699191742,-0.003762755211218163,-0.000984306074694977,-0.00492279835161594,-0.5499956326199444,0.003940972685857933,0.29970998532788085,0.004170942719801232,0.004401939548568116,0.004729483724803005,0.3137187676144512
-0.01953071653847329,-0.822916427922409,-0.0037635077198584525,-0.000968916900472031,-0.004912620858520542,-0.5494651512814435,0.003938301652713936,0.29958472616688536,0.004165488894804284,0.004415216483191834,0.004741419554919277,0.31334817573556023
-0.019527751207395715,-0.8228788173915558,-0.003789003606661126,-0.0009964169934552768,-0.0049340263765755045,-0.5490504817677411,0.003961454331918877,0.2992368138553314,0.004197042103632256,0.004381592012957917,0.004769448639124905,0.3133334831906231
-0.019533994793935937,-0.8237587011577301,-0.0037702355941374747,-0.0009732531383794407,-0.004912591056198155,-0.5497304515553387,0.003938238322778862,0.30025447375790404,0.004164103086813256,0.004471319355086671,0.004683737159937893,0.3148029463005932
-0.0195246368647062,-0.8213593757869415,-0.0037379894813139884,-0.0009546192363065342,-0.0049093556415739405,-0.5490826682759198,0.003957054764076393,0.29804433352963255,0.004191498871668145,0.0042718896642488105,0.004864898027152096,0.3107285814000042
-0.019528689980550927,-0.8221663034679108,-0.003734405752046868,-0.000945890881137238,-0.004898928554028546,-0.549492330999461,0.003951839357658546,0.29872805840985106,0.004181373532636925,0.004335346259192811,0.004802857042521511,0.3120628611756237
-0.019519704580351037,-0.8202940023662262,-0.003721493895872399,-0.0009342605248254399,-0.004895287082761799,-0.5487363652897748,0.003972168266817253,0.29717261559979247,0.0042064968904097525,0.004214274324492799,0.004922826291293179,0.30945322081574517
-0.019525188207670373,-0.8213999069453888,-0.003735493536814019,-0.0009370246902268986,-0.004895369039148365,-0.5490224675846966,0.003942891210361641,0.29887626535908507,0.0041733418067534415,0.004348585940913544,0.0048076254141035425,0.31200578972825127
-0.019529420137449426,-0.8223266399623566,-0.0037395690044005362,-0.0009474257007402043,-0.004901925550073658,-0.5494162158680829,0.003952077776237648,0.29917154676930235,0.0041844878753264396,0.004360991157607423,0.004777949751585995,0.312963576765147
-0.019526633620306176,-0.8220886386157684,-0.0037732083757956473,-0.0009695688262742619,-0.00492139391717342,-0.5487330870343121,0.003950483351989906,0.29968361027256774,0.004188272770269677,0.004399763979033814,0.004761722387045895,0.31380132004746514
-0.01953442692761056,-0.8248184717418365,-0.0038104538281996695,-0.001003636606053696,-0.004934659675926243,-0.5494826750470074,0.003938674181743782,0.30203292734638976,0.004173304553850457,0.004584240354613648,0.0045778644096556055,0.31835523411759453
-0.019521015882536095,-0.8205950058223419,-0.0037307326158125846,-0.0009267242625516514,-0.004890868888467823,-0.5485619024945172,0.003970048576637428,0.29819158680455016,0.004205215390547082,0.0042968416586679084,0.0048542809498014795,0.31148514315613823
-0.01953040361408822,-0.822588185143631,-0.003743398602827355,-0.000936398841456757,-0.004893240035742794,-0.5493283586216839,0.003950036317154091,0.300026396584671,0.004180986102445885,0.004436070658282624,0.004714984894961392,0.31469211146363335
-0.01951851248745553,-0.8200226224185638,-0.0036997531016905753,-0.0009059483185571293,-0.004876992182106053,-0.5487521605206402,0.003973546624227684,0.29760477907673644,0.004209521826132104,0.00423035267742096,0.004900794924468075,0.3103883282853039
-0.0195219770074331,-0.8208447492839508,-0.0037388537486632316,-0.0009267577901643376,-0.004892468900651013,-0.5484706477833661,0.003961770981594246,0.29903663165585326,0.004198226745947167,0.004355023242549287,0.004804734588831936,0.31290146872529107
-0.019521328806921166,-0.8207447326900177,-0.003739121969564721,-0.0009368756786149601,-0.0049031865608396875,-0.5484376864148053,0.00397135242824189,0.2986916101695709,0.004213627096041009,0.0043063187971871955,0.004837517143458401,0.31244597002991753
-0.01880410611633889,-1.0070068634273224,-0.000176001008375451,-0.00369312111289917,-0.0041647800069752085,-0.6981835083676251,0.004483661800666969,0.3280866242171936,0.004222664650305077,0.007925974763945923,0.0017791432153883328,0.37634346053132134
-0.014711427688642661,-1.0768005645991974,0.0025600980559746774,-0.0056025335565370185,-0.002788695023626362,-0.7877502159787091,0.004247735440775078,0.28172833688275145,0.0048913840612013785,0.006838815845565186,0.0029728603374662745,0.36715421244629937
-0.009589168429418723,-1.041053990197342,0.001409050408975318,-0.004656011797503815,-0.0021467977028789866,-0.7817404584599408,0.004441238194748085,0.2717256642104797,0.005804892297609612,0.006434644199923859,0.003059272171229397,0.3922484831524761
-0.00923715829853646,-1.0502810276271515,0.0012212659756104499,-0.004378343559817658,-0.002110260055631672,-0.7940779046727093,0.004568628221794289,0.27397028572575377,0.00588845800958471,0.00591722372920929,0.003373925090998684,0.3866246061039837
-0.009043137729211967,-1.0637389219524078,0.00106308269895716,-0.004117029346541749,-0.0020779692393246042,-0.804866881818858,0.004752516001506966,0.2758095658542328,0.00618997555576162,0.005724924244002686,0.003556926251620327,0.39137450024613457
-0.009005072712942283,-1.0669221676112823,0.001036282960550025,-0.004073912836627351,-0.0020753764372768747,-0.8079630450917157,0.004771924763961952,0.2779150105239563,0.006234313960893914,0.0056316802278321846,0.00364391923067001,0.39070797130593377
-0.008999574184461753,-1.0735585487605743,0.0010424743930260688,-0.004025193490104066,-0.0020780586462917673,-0.81330910489091,0.004792805016084831,0.2788648999454193,0.006254877563341424,0.005526917614058839,0.0037172180425825464,0.39108780190476494
-0.008986595273061912,-1.0771980083705597,0.0010467137733857184,-0.003989363648013459,-0.0020755589765014994,-0.8159903006268414,0.00483039692048661,0.27894032962338255,0.006303887482507989,0.005485797859744416,0.003733713628024136,0.3922420458508404
-0.00897613465790383,-1.083640316796463,0.0010743554274003058,-0.003952587582187043,-0.0020745270710888254,-0.8210102038098248,0.004893212765499275,0.28011501796261595,0.0063677762111266105,0.005360710062102662,0.003810164035529171,0.3925766663266094
-0.008996050059839408,-1.090162853074234,0.0011131431499878913,-0.003933528997020112,-0.002078490779966389,-0.8258237557125958,0.004902935773178261,0.28201345570103453,0.006406623538358971,0.005277665890769349,0.0038662892591657984,0.3927843289090069
-0.009010876715227286,-1.0940302408458404,0.0011452402511994391,-0.003944332338885651,-0.002082894073099171,-0.8286007361126813,0.0049521543086015396,0.28348285920635985,0.006473291333540246,0.005237216688708649,0.003906410635680233,0.39345720574387627
-0.00902171730999581,-1.0986966884853058,0.0011851381102959662,-0.003927628137187348,-0.002081918047040974,-0.831575603933421,0.004987406730695885,0.28351799614445494,0.006534229632242486,0.005204873718337403,0.0039047342550459253,0.39472904965409356
-0.009141097962900321,-1.1104059017421417,0.0013303722778718024,-0.003982419706897126,-0.0021010511380138742,-0.8390910939885052,0.005008145421787422,0.285033503842514,0.006564218219145104,0.005111331678943024,0.003968630434245144,0.39529076382645684
-0.009314018487974326,-1.1255060232402496,0.0015438165108124762,-0.004079538024978028,-0.002130622492403065,-0.8485156016064557,0.005049823969646614,0.2873493231059723,0.0066068206389983146,0.004975738562659608,0.0040657114994230616,0.39538565442093926
-0.00929952710871331,-1.1260535515071564,0.0015463050047318488,-0.004065568186358796,-0.0021261893969478952,-0.8484997467709454,0.005093089491172951,0.28620494372860716,0.00667988103233175,0.005019130744056092,0.00401458561536697,0.3973602966977032
-0.009339983761354606,-1.1302881038905792,0.0016028847137848883,-0.00408074501903473,-0.0021314644080105173,-0.8507818298054608,0.005115027725740593,0.2860198117019348,0.006734069105013177,0.005035268701629029,0.003987323940962826,0.39896616503724175
-0.009513336420103232,-1.1436934269191437,0.0018058012763421088,-0.004175002314166413,-0.002162101195425068,-0.8586383776379498,0.005139983445449989,0.28733317024723815,0.006774354394300744,0.004953655041770325,0.004036706389159237,0.39945832058915215
0.0010653033852136922,-0.7130437887431793,-0.0008833665808279962,0.000191581808014526,-0.0002805464726391186,-0.5788559632016095,0.01636083349589936,0.40476403601185607,0.012532006617410944,-0.00010740514843048059,0.013224725128382717,0.424444289655772
0.00035793781276114697,-0.5250139630557709,-0.001000556763037011,-0.0021480644121926883,-0.0008344934147301068,-0.43596247002610283,0.018232646584554833,0.43839613564030455,0.013725135143621729,-0.0026578729972082517,0.01587000906583694,0.45737925335892754
-0.00045275986199013477,-0.5400832689525299,0.0038437958399216684,-0.006861517764644013,-0.0004201964300575604,-0.4572253541661175,0.01664924919609658,0.42949829466358946,0.011148858483656213,0.0001257533207696537,0.014494572283000027,0.42311838433274346
-0.003803613781973045,-0.4190521932365112,0.002886813465730384,-0.006942222453669892,-0.0022674226027431833,-0.39739591047295647,0.012216887623115699,0.3175536490203552,0.00842141699395971,0.00296484176071106,0.00999920487520126,0.2100232110930355
-0.003482881188436668,-0.2240011192084961,-0.002892065461500451,-0.0051251078024667366,-0.0036651291709843027,-0.23279133603104668,0.007313049584671181,0.21438919968621065,0.004278417344911858,0.003956499137000428,0.004980300070017849,0.07906421437987406
-0.0014931142330609965,-0.06019414432064821,-0.004185113724096581,-0.004793057777003632,-0.0022634402674141275,-0.0007660628868015459,0.0035116143525087047,0.15499346919075777,0.0026607845386107413,0.0018545264378350833,0.005717520118922268,0.09389626398810465
-0.0020018622279607463,-0.05444658763424684,-0.00416285883985357,-0.004576700367049561,-0.0022661113005581247,0.021026736347588712,0.003414879739328544,0.14722294576184083,0.002950641926153466,0.0018097931519311526,0.005882148147791897,0.10215709522494394
-0.0019867673516713786,-0.05529550678746034,-0.004139620478971764,-0.00459087137134491,-0.002259145007700001,0.02071834191552084,0.003431066125675361,0.14702362782971193,0.00298233669601278,0.0018033856526177981,0.005888198019236599,0.10245131120213587
