eps_c,eps_T_PM,eps_d10,eps_d50,eps_d90,eps_T_TM
2.1532178e-05,-0.0015563965,-6.802147e-07,1.1059456e-08,5.1478855e-07,-0.0071105957
0.000121578574,-0.0006713867,-6.671471e-07,-7.858034e-09,4.323374e-07,-0.005279541
0.00015564263,-0.0004272461,-3.9066072e-07,-5.0844392e-08,3.6915299e-07,-0.0051879883
-1.0579824e-05,0.00030517578,-7.8894664e-07,-3.7485734e-08,4.514004e-07,-0.0026855469
3.9681792e-05,0.0016479492,-6.32368e-07,-1.1379598e-08,6.1048195e-07,-0.00045776367
-7.562339e-05,0.0005187988,-8.541974e-08,-3.3265678e-08,4.9563823e-07,-0.0035095215
-2.3812056e-05,0.0017089844,-6.716873e-07,-6.050686e-08,7.203198e-07,-0.0011901855
-2.2262335e-05,0.0026245117,-6.2963227e-07,-2.0320294e-07,4.809699e-07,-0.0020751953
-0.00013272464,0.0004272461,-7.120252e-07,-1.4097895e-07,3.3492688e-07,-0.0036315918
3.1724572e-05,0.0025939941,-9.958458e-07,-2.2596214e-07,4.5995694e-07,-0.0019226074
0.0001487881,3.0517578e-05,-7.6714787e-07,-1.3684621e-07,5.236361e-07,-0.0054626465
-1.5333295e-05,0.0016174316,-7.186318e-07,-1.3242243e-07,6.397022e-07,-0.0024414062
7.647276e-05,0.0006713867,-1.1584489e-06,-1.2951205e-07,4.155736e-07,-0.002166748
-1.399219e-05,0.00036621094,-1.2091186e-06,-5.2183168e-08,3.1202217e-07,-0.0040283203
-2.090633e-05,0.00015258789,-8.350762e-07,8.905772e-08,4.855392e-07,-0.0029907227
6.251037e-05,-6.1035156e-05,-9.101641e-07,-8.835923e-08,2.8376235e-07,-0.0049743652
2.5093555e-05,6.1035156e-05,-8.9078094e-07,-5.3056283e-08,3.2500247e-07,-0.004272461
-3.771484e-05,0.00064086914,-3.9409497e-07,-1.3411045e-07,4.1211024e-07,-0.003326416
-1.1727214e-05,0.000579834,-4.0285522e-07,-1.5005935e-07,3.934838e-07,-0.0036315918
9.6574426e-05,0.0020141602,-1.9691652e-07,-1.5212572e-07,5.1024836e-07,-0.0024108887
3.5315752e-06,0.0020446777,-1.8894207e-07,-1.3760291e-07,5.272159e-07,-0.002105713
6.15716e-05,0.0032958984,-1.0071963e-06,-1.7212005e-07,6.5687345e-07,0.0009765625
3.479421e-05,0.0034179688,-1.5585392e-06,-6.353948e-07,5.043403e-07,-0.00024414062
-7.493794e-05,0.0016174316,-1.1493103e-06,-4.769827e-07,4.9491064e-07,-0.0013122559
1.399219e-05,-0.00033569336,-1.0833901e-06,-2.552988e-07,1.9729487e-07,-0.004333496
8.414686e-05,-0.0007324219,-1.7345592e-06,6.711343e-08,1.3015233e-07,-0.0061035156
-0.00036644936,-0.01550293,-1.4205871e-06,1.4837133e-07,3.457826e-07,-0.004119873
-0.00017651916,0.037078857,-1.2251548e-06,-1.1855736e-06,-6.6836947e-07,0.04220581
-2.8640032e-05,-0.0013122559,-2.2369495e-06,-1.6074919e-06,-9.314972e-07,0.025115967
-0.00028842688,-0.021209717,-3.343739e-07,-8.152274e-07,-1.0610092e-06,-0.021209717
-7.262826e-05,-0.0053710938,-5.7800207e-08,-9.884243e-07,-1.2368255e-06,-0.020599365
-5.8591366e-05,-0.0178833,-4.8291986e-07,-1.3881072e-06,-1.3343815e-06,-0.03768921
-1.8551946e-05,-0.010986328,-9.625219e-07,-1.5916594e-06,-1.4999823e-06,-0.027435303
-5.930662e-05,-0.012908936,-1.4352263e-06,-1.3110985e-06,-1.4614197e-06,-0.030059814
-6.3464046e-05,-0.009002686,-1.2771634e-06,-1.0589138e-06,-1.262466e-06,-0.024719238
-3.2633543e-05,-0.013671875,-3.7337304e-07,-9.238138e-07,-1.3382814e-06,-0.030456543
-1.04904175e-05,-0.013092041,-1.4156103e-07,-4.1123712e-07,-1.7038838e-06,-0.029663086
2.4303794e-05,-0.012817383,-4.3216278e-07,-9.6770236e-08,-1.2577511e-06,-0.029388428
-9.8496675e-05,-0.016235352,-6.4764754e-07,-3.1336094e-07,-8.994539e-07,-0.033233643
-1.7911196e-05,-0.01550293,-7.346098e-07,-4.217436e-07,-9.024516e-07,-0.032043457
-8.150935e-06,-0.019836426,-7.1519753e-07,-4.946196e-07,-9.450014e-07,-0.038116455
-3.4347177e-05,-0.016021729,-3.0870433e-07,-5.441543e-07,-1.1314696e-06,-0.03286743
3.1918287e-05,-0.016601562,2.8588693e-07,-5.539914e-07,-1.4045509e-06,-0.033691406
-2.476573e-05,-0.016052246,3.9549195e-07,-3.66912e-07,-1.349923e-06,-0.033203125
-0.00013551116,-0.018127441,5.561742e-07,-3.3702236e-07,-7.6708966e-07,-0.03414917
-0.0001733005,-0.023651123,2.933084e-07,-5.2078394e-07,-1.172797e-06,-0.04055786
-0.00015127659,-0.026947021,3.1871605e-07,-6.548071e-07,-1.3592071e-06,-0.044799805
3.348291e-05,-0.034210205,4.7657522e-07,-6.1737956e-07,-1.6897393e-06,-0.052947998
-8.611381e-05,-0.036315918,5.532056e-07,-2.5046756e-07,-9.780051e-07,-0.054718018
-0.00011627376,-0.038757324,8.3394116e-07,3.897294e-07,1.1562952e-07,-0.054626465
-0.00011087954,-0.037750244,8.335919e-07,7.371127e-07,-4.4866465e-07,-0.055358887
-5.7771802e-05,-0.03503418,7.4738637e-07,1.199136e-06,-7.649942e-07,-0.05255127
-4.014373e-05,-0.037322998,4.887115e-07,9.735813e-07,-2.0064181e-07,-0.056121826
-0.00012174249,-0.035095215,2.3641041e-07,6.6304347e-07,4.2750617e-07,-0.05392456
-5.64754e-06,-0.026916504,3.2683602e-07,7.5780554e-07,1.5788828e-07,-0.045532227
5.2154064e-06,-0.02017212,1.1369702e-06,7.748313e-07,-1.03667844e-07,-0.03970337
-3.2916665e-05,-0.014678955,1.8487335e-06,9.270734e-07,-5.51634e-07,-0.03253174
-6.198883e-05,-0.01651001,1.2428209e-06,6.7500514e-07,-4.0399027e-07,-0.03414917
-1.6376376e-05,-0.027069092,1.1554803e-06,7.333874e-07,1.118955e-06,-0.044891357
-0.00014488399,-0.023406982,6.558257e-07,6.7136716e-07,7.9956953e-07,-0.04144287
-9.056926e-05,-0.012268066,1.4613033e-07,3.054156e-07,-2.1033338e-07,-0.028839111
-7.896125e-05,-0.011505127,4.5559136e-07,2.6199268e-07,-1.378241e-06,-0.030731201
-3.1501055e-05,-0.010375977,9.116484e-07,5.214242e-07,-2.5736517e-07,-0.028808594
-5.2824616e-05,-0.02432251,1.0717195e-06,6.95145e-07,7.8231096e-07,-0.043640137
-3.8266182e-05,-0.01260376,8.9232344e-07,6.793416e-07,-2.55357e-07,-0.030303955
-3.2365322e-05,-0.012786865,8.9374953e-07,6.746268e-07,-1.1710799e-06,-0.030639648
-1.5884638e-05,-0.014434814,6.197952e-07,5.529728e-07,-2.8780778e-07,-0.03213501
-9.49204e-05,-0.016937256,7.0623355e-07,8.297502e-07,2.1505984e-06,-0.03543091
-3.0711293e-05,-0.013702393,8.936622e-07,6.7136716e-07,1.2270175e-06,-0.03112793
-6.750226e-05,-0.003326416,5.82193e-07,2.226443e-07,-3.2488606e-07,-0.021575928
-4.376471e-05,-0.0030212402,6.5230415e-07,1.9159052e-07,-1.2008531e-06,-0.0206604
-5.1885843e-05,-0.004119873,7.003255e-07,1.7104321e-07,-1.1919474e-06,-0.022857666
-9.018183e-05,-0.012390137,6.7046494e-07,5.5134296e-07,1.5112164e-06,-0.030273438
-6.765127e-05,-0.012878418,6.8583176e-07,5.4197153e-07,-2.8699287e-07,-0.03112793
-3.4064054e-05,-0.0036010742,5.248585e-07,-1.0593794e-07,-2.075627e-06,-0.02255249
-4.3913722e-05,-0.010986328,7.810595e-07,1.8964056e-07,-3.3175456e-07,-0.029663086
-0.00010484457,-0.012207031,9.840878e-07,6.5373024e-07,1.5067926e-06,-0.030517578
-0.00013545156,-0.011810303,1.3398239e-06,6.617338e-07,1.5070837e-06,-0.029785156
-5.207956e-05,-0.0046691895,7.413619e-07,3.806781e-08,-2.848683e-07,-0.024414062
-8.1181526e-05,-0.0074157715,8.679053e-07,2.0198058e-07,-2.665911e-07,-0.02746582
6.6012144e-05,-0.0068969727,1.2541132e-06,2.1036249e-07,-2.720626e-07,-0.026428223
5.7816505e-06,-0.011169434,9.674986e-07,1.6152626e-08,-2.0811276e-06,-0.03137207
-2.3156404e-05,-0.009521484,1.339271e-06,2.1557207e-07,-2.0945154e-06,-0.027709961
-0.0003401637,-0.0012207031,2.013403e-07,-9.857467e-07,-1.7589191e-06,-0.044311523
-0.001156494,-0.012298584,-4.4715125e-07,-1.7766724e-06,-3.3478136e-07,-0.054748535
0.0007931888,0.0053710938,1.2127566e-06,-1.7059501e-06,1.6234117e-07,-0.04019165
0.0009306371,0.007843018,1.3413082e-06,-1.5015539e-06,1.9956497e-06,-0.0390625
0.00016541779,0.040924072,-3.4604454e-07,-1.451117e-06,3.989844e-07,0.028045654
7.3462725e-05,0.031951904,-7.0862006e-07,-1.3750687e-06,-3.0651572e-06,0.022216797
6.0275197e-05,0.030395508,-7.3749106e-08,-9.732903e-07,-3.0324154e-06,0.021392822
7.4759126e-05,0.039794922,-2.112065e-07,-1.2165983e-06,-1.4848774e-06,0.028137207
9.3087554e-05,0.04260254,-2.6711496e-07,-1.4020188e-06,-1.5408441e-06,0.030212402
5.7578087e-05,0.042541504,-1.9167783e-07,-1.2981473e-06,-1.5334517e-06,0.030029297
0.000109285116,0.04525757,-3.541354e-07,-1.3875542e-06,-3.2047392e-06,0.03387451
0.0005939156,0.08175659,-3.9947918e-07,-1.4755351e-06,-3.1716481e-06,0.036895752
5.7145953e-05,0.054016113,-2.2555469e-07,-6.144983e-07,-1.1626398e-06,0.061645508
0.00014467537,0.033935547,6.4022606e-07,-2.772722e-07,-8.078641e-07,0.015045166
2.8684735e-05,-0.077301025,6.1668106e-07,-1.1236989e-07,3.1664968e-08,-0.019256592
-0.00010600686,-0.059387207,4.1991007e-07,-7.2759576e-10,-7.1391696e-08,0.0048828125
-0.000121593475,-0.05444336,5.3446274e-07,6.4028427e-09,-1.5133992e-06,0.008117676
-8.092821e-05,-0.063934326,6.5751374e-07,-2.6571797e-08,-1.5125261e-06,-0.0010986328
-7.995963e-05,-0.060943604,6.027112e-07,-1.1510565e-07,-9.698269e-07,0.0
-6.777048e-05,-0.061950684,4.7075446e-07,-2.4834299e-07,-1.120934e-06,-0.00015258789
-0.000151366,-0.06112671,6.8795634e-07,-1.5588012e-07,-9.80479e-07,3.0517578e-05
-0.00015717745,-0.061676025,1.2959354e-06,8.571078e-08,-8.036732e-07,0.00036621094
2.8729439e-05,-0.059509277,1.125416e-06,-1.18714524e-07,-7.709896e-07,9.1552734e-05
-8.575618e-05,-0.075286865,-5.301554e-07,-1.529319e-06,-2.50811e-06,-0.054718018
-0.000120177865,-0.17749023,-2.0818552e-06,-1.8080173e-06,-3.4480472e-06,-0.17694092
0.0005905926,-0.050079346,-8.987845e-07,-2.423476e-06,-7.963681e-07,-0.035339355
0.00045618415,-0.06893921,-5.646725e-07,-2.0191655e-06,-9.842042e-07,-0.045532227
-9.715557e-06,-0.095336914,-1.5989644e-06,-1.7794373e-06,-1.4838588e-06,-0.055236816
-2.5600195e-05,-0.08666992,-1.3292301e-06,-1.5767e-06,-1.5033002e-06,-0.045562744
-4.708767e-06,-0.07406616,-1.1560332e-06,-1.3594108e-06,-1.5968399e-06,-0.030853271
-5.4508448e-05,-0.07281494,-1.1239317e-06,-1.5053665e-06,-1.4292891e-06,-0.03012085
-6.483495e-05,-0.17697144,-1.1160446e-06,-1.4617108e-06,-1.6123522e-06,-0.0284729
0.00016987324,0.0031738281,-9.28354e-07,-1.5542319e-06,-1.8081628e-06,-0.027252197
9.5665455e-06,-0.009521484,-2.9132934e-08,-9.695359e-07,-1.3604003e-06,-0.029327393
0.0001834631,0.0011901855,-1.4639227e-08,-1.0226504e-06,-5.9788e-07,-0.019561768
0.00015977025,-0.0064086914,-3.3015385e-07,-7.2742114e-07,-1.5096739e-06,-0.028900146
0.00015769899,-0.02218628,-3.798341e-07,-7.527997e-07,-2.0982989e-06,-0.039520264
1.5199184e-05,-0.019256592,-3.2785465e-07,-6.9630914e-07,-1.4421821e-06,-0.037231445
-1.4513731e-05,-0.017150879,3.0407682e-07,-4.2910688e-07,-9.194482e-07,-0.03338623
8.752942e-05,-0.013153076,6.373739e-07,-7.173512e-07,-3.4383265e-07,-0.032592773
0.0002451241,-0.010650635,4.096364e-07,-8.1493636e-07,3.1956006e-07,-0.031036377
8.4742904e-05,-0.011138916,4.087051e-07,-9.051291e-07,-2.4339533e-07,-0.031433105
-2.8118491e-05,-0.016937256,4.1234307e-07,-3.966852e-07,-1.618755e-06,-0.0340271
0.0001783371,-0.011810303,2.3812754e-07,-4.8225047e-08,-9.245414e-07,-0.032440186
7.301569e-05,-0.007446289,3.320747e-08,-1.877197e-08,-2.605666e-07,-0.030456543
0.000100940466,-0.012969971,-1.2925011e-07,-2.5719055e-07,-7.247436e-07,-0.03414917
0.00012791157,-0.009429932,-4.0084706e-07,-7.4654236e-07,-6.518676e-07,-0.034088135
0.00013530254,-0.012298584,-3.49537e-07,-6.3027255e-07,-8.4974454e-07,-0.035125732
0.00021491945,-0.0115356445,-1.6699778e-07,-1.134671e-06,-9.540818e-07,-0.035125732
5.160272e-05,-0.01272583,1.4092075e-07,-1.0787044e-06,-9.592623e-07,-0.035369873
8.407235e-05,-0.012939453,4.7901995e-07,-7.7235745e-07,-8.7407534e-07,-0.0340271
5.0634146e-05,-0.008148193,4.2683678e-07,-5.682232e-07,-8.7340595e-07,-0.03253174
7.587671e-05,-0.008361816,2.6015914e-07,-4.3044565e-07,-8.077768e-07,-0.032043457
0.00017477572,-0.0047302246,-8.50996e-08,-9.362411e-07,-9.3798735e-07,-0.031311035
0.0008751303,0.078063965,-1.7345883e-08,-9.5076393e-07,-1.1305092e-06,-0.023925781
-0.00017614663,-0.12628174,3.0616939e-06,1.5953265e-06,-1.8114224e-07,-0.120147705
2.2649765e-05,-0.014373779,3.3148099e-06,1.5654659e-06,8.351344e-07,-0.0602417
7.95424e-05,-0.069122314,3.229361e-06,1.940236e-06,5.1467214e-07,-0.04663086
1.0192394e-05,-0.09017944,2.7299393e-06,2.086541e-06,9.427022e-07,-0.069885254
0.00030262768,-0.08950806,2.4857873e-06,2.2228342e-06,9.84699e-07,-0.085235596
6.4492226e-05,-0.086883545,2.3927132e-06,2.2209424e-06,3.0215597e-07,-0.08068848
1.6719103e-05,-0.089538574,2.3350585e-06,2.224464e-06,2.0660809e-07,-0.077819824
9.9778175e-05,-0.084503174,2.4497567e-06,2.5304907e-06,2.8160866e-07,-0.07601929
4.8458576e-05,-0.086883545,2.3423636e-06,3.0912342e-06,3.098976e-07,-0.0765686
5.2124262e-05,-0.08175659,2.1682063e-06,3.4498808e-06,1.5326077e-07,-0.07141113
5.3972006e-05,-0.07513428,1.9507133e-06,3.0823867e-06,1.00175384e-07,-0.06484985
9.641051e-05,-0.06829834,1.706765e-06,2.6768248e-06,3.122841e-08,-0.057891846
6.03199e-05,-0.06777954,1.7125858e-06,3.1993259e-06,-5.387119e-08,0.004272461
0.00025472045,0.4847107,1.7025159e-06,3.5611738e-06,-2.9656803e-08,0.59490967
0.0002246052,0.014312744,5.5273995e-07,2.415356e-06,1.5889236e-06,0.104156494
-0.0014434457,-0.30523682,4.946487e-07,2.1494343e-06,1.261913e-06,-0.15771484
9.341538e-05,-0.1630249,2.327084e-06,1.7648563e-07,7.072813e-07,-0.19845581
-0.00036489964,0.21130371,1.1962838e-06,1.5854312e-06,3.4476398e-07,0.18844604
-0.00020349026,0.20397949,2.8521754e-07,2.980698e-06,2.0513544e-06,0.1444397
-0.00014469028,0.15002441,1.3725366e-07,1.83066e-06,2.0861626e-06,0.068115234
-0.00024974346,-0.0051574707,-1.2241071e-07,1.7810089e-06,1.7548737e-06,-0.09805298
-0.0003501624,-0.18511963,2.5844201e-08,1.8947467e-06,1.5804835e-06,-0.28741455
-0.00012098253,-0.2281189,-1.2860983e-07,1.6371487e-06,1.4643301e-06,-0.33358765
-0.00018814206,-0.19467163,-1.5998376e-07,1.9659637e-06,1.6520789e-06,-0.29940796
-0.0002964586,-0.18005371,-1.2069358e-07,2.2971653e-06,1.8898863e-06,-0.27981567
-0.0002491027,-0.17678833,-1.4301622e-07,2.041168e-06,1.7338607e-06,-0.2796936
-0.00014638901,-0.17855835,-6.498885e-08,2.1755695e-06,1.5659898e-06,-0.28305054
-0.00015479326,-0.17706299,-1.2945384e-07,2.1415763e-06,1.6767881e-06,-0.2814026
-0.00011949241,-0.17581177,-1.2730015e-07,1.9347062e-06,1.4883699e-06,-0.2793274
-0.0002399236,-0.17764282,-1.1260272e-07,2.2253953e-06,1.4152029e-06,-0.28146362
-0.00017739832,-0.1734314,-1.2016972e-07,2.1761807e-06,1.5918049e-06,-0.2756958
-0.0001604259,-0.1716919,-3.745954e-07,2.2717868e-06,1.5272235e-06,-0.2770691
-0.00013187528,-0.17288208,-4.4188346e-07,1.9476283e-06,1.4480029e-06,-0.2767334
-0.0002129823,-0.17437744,-3.296882e-07,2.1121814e-06,1.4056568e-06,-0.27999878
-0.00027480721,-0.17523193,-2.1443702e-07,2.5449554e-06,1.465989e-06,-0.2788086
-0.00026211143,-0.171875,-5.57513e-07,2.292014e-06,1.2645032e-06,-0.2779541
-9.819865e-05,-0.17138672,-5.0579547e-07,2.2952154e-06,1.2188975e-06,-0.2788391
-0.00013679266,-0.17098999,-4.225003e-07,2.4970213e-06,1.4258258e-06,-0.2789917
-0.00025086105,-0.17111206,-5.477923e-07,2.4147448e-06,1.3983517e-06,-0.27676392
-0.00019544363,-0.17218018,-6.1420724e-07,2.4011533e-06,1.2903474e-06,-0.27938843
-8.0019236e-05,-0.1711731,-6.228511e-07,2.4930341e-06,1.2831588e-06,-0.27944946
-9.7841024e-05,-0.17181396,-6.4322376e-07,2.371322e-06,1.2693927e-06,-0.27978516
-0.00022123754,-0.17312622,-6.790797e-07,2.4727779e-06,1.257984e-06,-0.2798462
-0.00023138523,-0.1729126,-5.7113357e-07,2.6494672e-06,1.2701203e-06,-0.27944946
-0.00013682246,-0.17156982,-2.1516462e-07,2.749497e-06,1.5916885e-06,-0.28015137
-5.708635e-05,-0.17602539,-3.2698154e-07,2.7378264e-06,1.8063292e-06,-0.28427124
-0.0003643483,-0.119903564,-5.508773e-07,2.349203e-06,2.0313018e-06,-0.22518921
-0.00029060245,-0.13079834,-4.96133e-07,2.5559857e-06,1.1382217e-06,-0.23901367
-0.0001231134,-0.12722778,-4.223839e-07,2.2162858e-06,1.0402873e-06,-0.24264526
-0.00012657046,-0.124420166,-6.246846e-07,2.0473963e-06,6.399641e-07,-0.24005127
-0.00013792515,-0.12542725,-5.652255e-07,2.15802e-06,3.1793024e-07,-0.24066162
-8.85427e-05,-0.12197876,-5.6275167e-07,1.9905856e-06,5.689508e-07,-0.23687744
-0.00012218952,-0.1184082,-1.1203228e-06,1.895678e-06,7.018971e-07,-0.23297119
-6.8962574e-05,-0.12011719,-1.0791118e-06,1.8945138e-06,8.4567e-07,-0.23348999
-0.00017945468,-0.12371826,-5.0550443e-07,1.990702e-06,1.0150834e-06,-0.23760986
-0.0006054193,-0.4180603,-5.0498056e-07,1.9026629e-06,9.2512346e-07,-0.22714233
-0.0016470551,-0.29385376,-4.825124e-07,1.9424187e-06,9.853393e-07,-0.25787354
-5.5998564e-05,0.07165527,-3.4073018e-06,-7.2139665e-07,-2.4912297e-06,0.03656006
0.00019149482,0.16552734,-4.147383e-06,6.3405605e-07,-2.4157926e-06,0.10671997
1.8775463e-05,0.034210205,-1.3512035e-06,5.199108e-07,-1.2968667e-06,-0.059783936
7.338822e-05,0.06472778,-1.6712875e-06,4.886242e-07,-1.61145e-06,-0.029327393
0.00011613965,0.07614136,-2.1957094e-06,-4.3946784e-09,-2.355402e-06,-0.018829346
-1.8700957e-05,0.077697754,-1.728622e-06,-8.105417e-08,-2.0345324e-06,-0.014892578
9.126961e-05,0.06640625,-1.5302503e-06,-6.429036e-08,-1.69946e-06,-0.025390625
0.00010345876,0.061645508,-1.5365367e-06,-2.1391315e-07,-1.6645936e-06,-0.031311035
9.3981624e-05,0.055236816,-1.6592967e-06,-3.8999133e-08,-1.6500708e-06,-0.035461426
8.405745e-05,0.05529785,-1.8311257e-06,-8.175266e-08,-1.733948e-06,-0.03515625
2.7269125e-05,0.053497314,-1.7997518e-06,-2.279121e-07,-1.7348211e-06,-0.036590576
3.476441e-05,0.052978516,-1.7202401e-06,-4.749745e-08,-1.4593825e-06,-0.03717041
-1.9222498e-06,0.05407715,-1.8676219e-06,-2.5480404e-07,-1.5443657e-06,-0.036315918
4.3347478e-05,0.050628662,-1.8622086e-06,-5.1618554e-07,-1.841574e-06,-0.040161133
0.00010839105,0.051086426,-1.471024e-06,2.1478627e-08,-1.6608392e-06,-0.039916992
2.245605e-05,0.05126953,-1.3571989e-06,2.6490306e-07,-1.2466044e-06,-0.03817749
1.8268824e-05,0.05105591,-1.6518752e-06,7.8376615e-08,-1.3078388e-06,-0.038146973
