c,T_PM,d50,d90,d10,T_TM,mf_PM,mf_TM,Q_g,w_crystal,c_in,T_PM_in,T_TM_in
0.1767779737298611,318.7167837737513,0.0002930925795057,0.0003546895329036,0.0002785796233181,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767772687525422,318.7167837737513,0.0003308881181353,0.0004000383214484,0.0002563509339376,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767757715625057,318.7167837737513,0.000314327675515,0.0003573004013956,0.0001884968247548,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767754097721389,318.7167837737513,0.0002597231787177,0.0003035151408158,0.0002483342167918,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.176777579327879,318.7167837737513,0.0003326479818542,0.0003724837929001,0.00031514534164,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767773116856501,318.7167837737513,0.0003287885109982,0.0003552705008308,0.0002439066015484,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767763941038867,318.7167837737513,0.0003174795737907,0.0003269025067272,0.0002793928566416,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767781957506603,318.7167837737513,0.0003117590197779,0.0004146107372324,0.0002789593487383,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767734019747186,318.7167837737513,0.0003701777117915,0.0004277650533769,0.0003087202066132,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767773645567638,318.7167837737513,0.0003921337296105,0.0004439947530848,0.0003083673143033,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767801116426907,318.7167837737513,0.000362625722673,0.0004924890479084,0.000323389210819,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767775953354139,318.7167837737513,0.0003584794715784,0.0003617091648831,0.0003254755966752,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
0.1767742345309135,318.7167837737513,0.0003520704929721,0.0003842174275295,0.0002638053684779,318.5772170595284,0.0006648990173924,0.0162800816716212,6.437787779635722e-07,0.0032249503000993,0.17695047308712,323.1206373601127,323.1206373601127
