eps_c,eps_T_PM,eps_d10,eps_d50,eps_d90,eps_T_TM
1.3425946e-05,-0.16183472,-2.4331093e-06,-3.7289574e-06,-4.103669e-06,0.0049438477
9.62019e-05,0.057739258,-1.9254803e-06,-1.6135455e-06,-1.3929384e-06,0.06607056
0.000115558505,0.10406494,-2.2060703e-06,-1.9607833e-06,-1.7502462e-06,0.058258057
0.0001039356,0.06604004,-2.1195738e-06,-2.8373906e-06,-1.4941324e-06,0.024505615
4.7892332e-05,0.060638428,-2.3062166e-06,-2.6868074e-06,6.883056e-08,0.02130127
8.46535e-05,0.07345581,-2.2537715e-06,-2.9777875e-06,-2.0217267e-06,0.03253174
0.00011083484,0.085632324,-2.1402375e-06,-3.136869e-06,-3.4424302e-06,0.04309082
5.966425e-05,0.080200195,-2.9234798e-06,-3.0497904e-06,-3.2969983e-06,0.038757324
3.6135316e-05,0.07675171,-3.5854464e-06,-2.87898e-06,-3.090041e-06,0.03604126
0.000103890896,0.07510376,-2.2518216e-06,-4.077243e-06,-2.6656198e-06,0.034301758
0.00012296438,0.07260132,-2.3484463e-06,-5.3070544e-06,-2.2689055e-06,0.03189087
9.378791e-05,0.0897522,-2.379762e-06,-4.85449e-06,-2.6394555e-06,0.04837036
0.000118255615,0.10571289,-2.6186462e-06,-4.237547e-06,-2.3598259e-06,0.108428955
0.00016394258,0.5175781,-3.590656e-06,-3.988651e-06,-2.321758e-06,0.54901123
0.00017382205,0.3374939,-4.2069587e-07,-3.0669617e-06,-1.3934623e-06,0.36203003
0.00013637543,0.3034668,2.2363383e-07,-1.925422e-06,-1.0006479e-06,0.3234558
-0.0001155138,0.20507812,1.1922384e-06,9.104551e-07,-5.243055e-07,0.20321655
0.000103622675,0.3201599,-2.2849417e-07,6.7194924e-07,-2.3140456e-07,0.3130188
0.00030964613,0.40402222,7.8289304e-07,7.2753755e-07,2.5265035e-07,0.39086914
0.0003748834,0.4678955,2.7447823e-07,7.819617e-07,2.2706809e-07,0.45077515
0.00030890107,0.44534302,-7.285853e-07,1.18764e-06,3.7054997e-07,0.42456055
0.00023059547,0.33068848,-8.640927e-08,1.4285324e-06,7.9354504e-07,0.30264282
-0.00013650954,0.075531006,9.10426e-07,1.6553968e-06,1.4443067e-06,0.15124512
-0.00075751543,-0.04522705,1.4630496e-06,1.8880528e-06,1.9537401e-06,0.033050537
-0.00016206503,-0.019348145,-7.613562e-08,1.1712837e-06,2.167857e-06,-0.0020751953
3.1352043e-05,0.05517578,-8.431962e-07,-2.013985e-08,5.403708e-07,0.03186035
4.3734908e-05,0.03338623,-5.966285e-07,5.48549e-07,7.0407987e-07,-0.0068359375
0.00012363493,-0.0034484863,-9.0143294e-07,6.041664e-07,7.8309677e-07,-0.045562744
3.9115548e-05,-0.039489746,-1.0607182e-06,-1.4805119e-07,7.20931e-07,-0.08200073
1.5988946e-05,-0.06085205,-5.957845e-07,5.494803e-07,9.2436676e-07,-0.10018921
3.287196e-05,-0.066467285,-5.562615e-07,1.0388903e-06,6.7424844e-07,-0.10696411
3.3438206e-05,-0.054138184,-1.012726e-06,7.2913826e-07,5.9613376e-07,-0.09298706
-3.0100346e-06,-0.033203125,-9.758223e-07,4.504691e-07,6.699702e-07,-0.071624756
5.452335e-05,-0.017791748,-1.2495148e-06,5.1310053e-08,6.2040635e-07,-0.054626465
8.638203e-05,-0.012390137,-2.142333e-06,-3.0518277e-07,5.196198e-07,-0.05041504
3.8713217e-05,-0.002960205,-5.613256e-07,-4.8277434e-07,5.64527e-07,-0.03656006
-1.18762255e-05,0.0022583008,-4.893809e-07,-2.7442002e-07,6.8498775e-07,-0.028045654
-4.0337443e-05,-0.003692627,-2.6050548e-06,-8.228817e-07,4.9817027e-07,-0.036254883
-6.6161156e-06,-0.0025634766,-1.6412814e-06,-2.9054354e-07,7.0844544e-07,-0.03375244
1.3366342e-05,-0.015411377,-1.2180826e-06,-2.5561894e-07,5.9913145e-07,-0.04534912
3.1098723e-05,-0.0146484375,-1.7453858e-06,-1.0230578e-06,6.289338e-07,-0.04333496
2.1204352e-05,-0.030212402,-1.570821e-06,5.1397365e-08,9.885698e-07,-0.057281494
-4.1678548e-05,-0.040618896,-1.0574586e-06,2.1071173e-07,1.1026859e-06,-0.06439209
2.5480986e-06,-0.04119873,-7.324561e-07,2.5017653e-07,4.2596366e-07,-0.06414795
-1.2859702e-05,-0.047790527,-1.9511208e-07,6.381888e-07,4.5759953e-07,-0.07110596
6.137788e-05,-0.05831909,1.9086292e-07,5.211332e-07,7.120543e-07,-0.08093262
1.0758638e-05,-0.06173706,2.4758629e-07,1.1030061e-06,6.984628e-07,-0.08572388
-3.117323e-05,-0.07357788,2.67406e-07,1.090666e-06,1.4615944e-06,-0.09451294
-7.599592e-07,-0.071502686,3.2022945e-07,9.661599e-07,1.3042591e-06,-0.09539795
-5.9068203e-05,-0.07388306,5.844922e-07,1.2749515e-06,1.316017e-06,-0.0965271
-1.54078e-05,-0.075164795,3.3722608e-07,1.1307711e-06,9.982614e-07,-0.09851074
1.8000603e-05,-0.072052,3.3492688e-07,9.626674e-07,1.4237303e-06,-0.09750366
-1.7866492e-05,-0.079071045,6.945047e-07,1.153443e-06,1.997716e-06,-0.10321045
-4.3600798e-05,-0.07437134,2.4563633e-08,1.0076619e-06,9.63395e-07,-0.09793091
-8.866191e-06,-0.07437134,2.9918738e-08,1.0109216e-06,3.7776772e-07,-0.09820557
-2.9236078e-05,-0.08013916,-4.7759386e-08,1.1645898e-06,4.7087087e-07,-0.10510254
5.1409006e-06,-0.08337402,4.558533e-07,1.0956719e-06,5.423208e-07,-0.10803223
-4.1902065e-05,-0.08972168,9.698851e-07,1.1833617e-06,6.634218e-07,-0.1149292
-8.738041e-05,-0.09124756,7.414783e-07,1.2373202e-06,1.1724478e-06,-0.115753174
-3.553927e-05,-0.09194946,4.589965e-07,1.3184035e-06,1.4890102e-06,-0.11846924
-5.3182244e-05,-0.09005737,1.6807462e-07,1.2567616e-06,1.2943347e-06,-0.11734009
-4.681945e-05,-0.09176636,4.5643537e-07,1.1799275e-06,7.470662e-07,-0.11791992
-4.172325e-06,-0.092163086,-3.207242e-08,1.1322554e-06,1.0099611e-06,-0.11929321
-4.2036176e-05,-0.09259033,-1.9805157e-07,1.1772499e-06,6.5370114e-07,-0.119262695
-8.1822276e-05,-0.09567261,-1.0628719e-07,9.3053677e-07,-3.6827987e-07,-0.12054443
-9.4890594e-05,-0.097473145,-2.635643e-07,7.272756e-07,1.5753903e-07,-0.12359619
-0.0003399253,-0.18362427,1.6312697e-06,1.5412515e-06,5.340553e-07,-0.14804077
0.00014488399,0.0390625,-1.2349046e-06,-2.435525e-06,-1.707871e-06,0.10583496
-0.0005534142,-0.22164917,1.0218064e-06,5.613547e-07,-6.178743e-08,-0.22085571
-0.0005681366,-0.22494507,1.2626988e-06,2.6909402e-07,4.2456668e-07,-0.22268677
8.821487e-06,-0.087249756,5.6947465e-07,-8.6805085e-07,-1.5378173e-06,-0.13830566
-0.00010249019,-0.08404541,3.3367542e-07,-6.548362e-07,-1.5439e-06,-0.13479614
4.23491e-05,-0.08166504,7.187191e-07,-4.0148734e-07,-9.76288e-07,-0.13308716
-3.8146973e-06,-0.06137085,6.4540654e-07,-5.028269e-07,-1.1235534e-06,-0.11779785
-2.1606684e-06,-0.08703613,5.35656e-07,-3.9467704e-07,-9.1895345e-07,-0.13735962
8.393824e-05,-0.06765747,2.4127075e-07,-9.405485e-07,-1.0594667e-06,-0.1227417
7.1525574e-06,-0.081848145,-2.8579962e-08,-1.0401127e-06,-9.564974e-07,-0.13345337
-1.7538667e-05,-0.08343506,1.5128171e-07,-6.770424e-07,-9.61445e-07,-0.13253784
-7.399917e-05,-0.07513428,3.9930455e-07,-5.5719283e-07,-1.312641e-06,-0.125
5.543232e-05,-0.07406616,6.6228677e-07,-6.9025555e-07,-1.3205863e-06,-0.12423706
4.3198466e-05,-0.062805176,6.175542e-07,-7.514609e-07,-1.1516968e-06,-0.11685181
-8.523464e-06,-0.07965088,4.2674947e-07,-5.7794387e-07,-7.390918e-07,-0.12838745
1.7255545e-05,-0.07183838,5.115289e-07,-6.23957e-07,-1.5992555e-07,-0.122802734
1.3709068e-05,-0.07244873,5.190959e-07,-9.932264e-07,-1.0436052e-06,-0.122558594
-1.1101365e-05,-0.06985474,4.223548e-07,-1.0275689e-06,-1.6557751e-06,-0.11917114
-8.563697e-05,-0.064453125,5.305046e-07,-7.682538e-07,-1.089531e-06,-0.11437988
-1.1757016e-05,-0.059814453,5.144684e-07,-7.954659e-07,-1.1235534e-06,-0.111083984
3.5986304e-05,-0.047088623,3.1886157e-07,-8.7497756e-07,-1.4695688e-06,-0.10211182
2.0742416e-05,-0.056610107,3.5192352e-07,-8.188654e-07,-1.3993995e-06,-0.10891724
-4.8711896e-05,-0.05911255,1.8812716e-07,-8.008792e-07,-1.4521647e-06,-0.11138916
1.0102987e-05,-0.06149292,1.9642175e-07,-1.1030061e-06,-1.7519633e-06,-0.113098145
4.8056245e-05,-0.05316162,4.7826325e-07,-8.153438e-07,-2.0157895e-06,-0.107788086
1.3500452e-05,-0.058410645,2.9985677e-07,-8.420029e-07,-2.1696324e-06,-0.11010742
-1.5839934e-05,-0.0675354,3.6103302e-07,-7.3658885e-07,-1.1291704e-06,-0.12033081
-3.9577484e-05,-0.06048584,4.5381603e-07,-2.2133463e-07,-7.174094e-07,-0.113220215
7.0780516e-06,-0.0640564,3.4901313e-07,-4.878384e-07,-9.817304e-07,-0.117889404
2.220273e-06,-0.06472778,3.7098653e-07,-9.65927e-07,-9.678188e-07,-0.11981201
-1.8835068e-05,-0.07070923,6.0049933e-07,-1.2527453e-06,-7.780327e-07,-0.1239624
3.5226345e-05,-0.06283569,3.4846016e-07,-1.08307e-06,-1.153996e-06,-0.11651611
1.1429191e-05,-0.053649902,1.1501834e-07,-9.06497e-07,-1.4959951e-06,-0.107177734
-3.5986304e-05,-0.06274414,1.5815021e-07,-1.0574877e-06,-1.3022509e-06,-0.114227295
-2.0071864e-05,-0.057739258,1.4080433e-07,-1.2755627e-06,-1.3390381e-06,-0.110687256
3.0010939e-05,-0.050689697,2.469169e-07,-1.1146185e-06,-1.4421239e-06,-0.10421753
3.9488077e-05,-0.04675293,2.195302e-07,-1.0835356e-06,-1.4690158e-06,-0.100097656
1.2993813e-05,-0.05380249,2.4022302e-07,-1.0397634e-06,-1.2442761e-06,-0.10559082
6.514788e-05,-0.053100586,1.18714524e-07,-9.651703e-07,-1.248467e-06,-0.104400635
-2.041459e-06,-0.052246094,-7.1839895e-07,-1.123175e-06,-1.2547243e-06,-0.10379028
-0.000116586685,-0.061645508,-1.3640674e-06,-1.0569056e-06,-1.6397098e-06,-0.11035156
-1.6644597e-05,-0.05041504,-9.12376e-07,-9.179348e-07,-1.7879647e-06,-0.10021973
5.170703e-06,-0.0413208,-5.0169183e-07,-1.1731754e-06,-1.809065e-06,-0.09265137
0.00036604702,-0.017333984,-4.9872324e-07,-1.3427052e-06,-1.7405255e-06,-0.08480835
0.0002219826,0.10501099,4.3708133e-07,8.4831845e-07,-6.459304e-07,0.11279297
0.00026372075,-0.120391846,1.2655801e-06,1.0909862e-06,-1.5744008e-06,-0.054382324
3.1515956e-05,-0.08206177,-7.4261334e-07,-6.950868e-07,-5.783222e-07,-0.010498047
-0.00034493208,-0.1257019,-7.925555e-07,-1.0186632e-06,-1.1309457e-06,-0.042419434
-6.8977475e-05,-0.17004395,3.8725557e-07,1.255743e-06,5.2849646e-07,-0.14801025
-9.1031194e-05,-0.06036377,-1.1510565e-06,-7.0242095e-07,6.4074993e-07,-0.07019043
-3.8653612e-05,0.04940796,-2.173445e-06,-1.6368576e-06,-1.311535e-06,0.034240723
-9.596348e-06,0.023590088,-2.037792e-06,-1.09963e-06,-1.0574877e-06,0.0036010742
1.874566e-05,0.0034179688,-2.1027809e-06,-1.045235e-06,-1.64003e-06,-0.01687622
-2.9414892e-05,-0.009460449,-2.3739703e-06,-1.212291e-06,-2.4598849e-06,-0.028320312
-8.009374e-05,-0.009887695,-2.00668e-06,-7.5952266e-07,-2.5427435e-06,-0.026916504
-4.902482e-06,0.010498047,-1.9782165e-06,-3.707537e-07,-1.6673876e-06,-0.007965088
3.85195e-05,0.03543091,-2.3438188e-06,-5.4301927e-07,-1.4656689e-06,0.015411377
-2.3469329e-05,0.037353516,-2.7425995e-06,-9.2573464e-07,-1.985376e-06,0.020629883
-3.3438206e-05,0.039794922,-2.2180902e-06,-1.0145595e-06,-1.6109261e-06,0.024963379
-2.9355288e-06,0.05218506,-1.3848767e-06,-1.1594966e-06,-1.3414538e-06,0.03704834
-4.3809414e-05,0.056488037,-2.0393927e-06,-1.3673271e-06,-1.3574318e-06,0.041992188
-2.270937e-05,0.06674194,-2.3031898e-06,-8.6793443e-07,-1.1202355e-06,0.053649902
1.5795231e-06,0.07400513,-2.1612504e-06,-2.6630005e-07,-1.1367374e-06,0.060821533
-3.2514334e-05,0.07180786,-1.9324943e-06,-5.152833e-07,-1.0171207e-06,0.05999756
9.3877316e-07,0.068725586,-1.9227737e-06,-3.8082362e-07,-1.347682e-06,0.05770874
-1.5035272e-05,0.075164795,-2.2191089e-06,-5.1921234e-07,-2.3446628e-06,0.06390381
2.0742416e-05,0.07141113,-2.1130836e-06,-1.2106029e-06,-2.7025235e-06,0.06173706
5.0470233e-05,0.087677,-1.5651167e-06,-2.750603e-07,-2.0947773e-06,0.07687378
-2.0802021e-05,0.095184326,-1.7941056e-06,-5.2555697e-07,-2.6430353e-06,0.08703613
-5.081296e-05,0.09329224,-2.4959736e-06,-2.2947788e-06,-2.4188193e-06,0.08392334
8.255243e-06,0.12023926,-2.5508634e-06,-2.712448e-06,-1.4629331e-06,0.109436035
-1.3411045e-07,0.1307373,-2.2608438e-06,-2.3094763e-06,-2.7417846e-06,0.12133789
3.3527613e-05,0.1340332,-2.511486e-06,-1.474371e-06,-2.9932708e-06,0.12734985
1.8537045e-05,0.16098022,-3.1135569e-06,-1.5256519e-06,-3.5370176e-06,0.15255737
6.660819e-05,0.1543274,-2.735469e-06,-1.9130239e-06,-5.3158146e-06,0.14730835
3.0830503e-05,0.18536377,-2.6594207e-06,-1.9877625e-06,-4.704256e-06,0.17642212
-1.9535422e-05,0.21246338,-3.2326498e-06,-2.6621274e-06,-3.592082e-06,0.20211792
7.686019e-05,0.23327637,-3.042398e-06,-2.66984e-06,-2.8079667e-06,0.22070312
0.00010418892,0.24993896,-3.0863448e-06,-2.8387876e-06,-2.604269e-06,0.23672485
7.033348e-06,0.24227905,-3.5588455e-06,-3.11865e-06,-3.1621894e-06,0.23028564
2.9280782e-05,0.25024414,-3.4366967e-06,-2.8420764e-06,-3.3896358e-06,0.23895264
8.08686e-05,0.26678467,-4.0109444e-06,-3.4444965e-06,-3.5716512e-06,0.25387573
9.253621e-05,0.26815796,-5.052163e-06,-4.1384483e-06,-2.556888e-06,0.2552185
5.6281686e-05,0.27261353,-4.3290784e-06,-3.6582933e-06,-2.1167798e-06,0.26113892
8.973479e-05,0.26296997,-3.541034e-06,-3.2448734e-06,-3.3355027e-06,0.25372314
0.00011566281,0.2706604,-3.495079e-06,-3.447116e-06,-2.640736e-06,0.25827026
-0.0003722012,0.19772339,-4.0328305e-06,-3.7098653e-06,-2.126646e-06,0.23382568
-0.00014422834,0.21218872,-4.6414207e-06,-5.614187e-06,-3.3716497e-06,0.27069092
-0.00022381544,-0.01940918,-5.9864833e-06,-7.1671675e-06,-6.079994e-06,0.2033081
-4.1022897e-05,0.029266357,-4.9945957e-06,-6.629416e-06,-5.567592e-06,0.24102783
-2.0697713e-05,0.12057495,-5.1787647e-06,-6.325834e-06,-5.00842e-06,0.32913208
-2.117455e-05,0.1324768,-4.489819e-06,-6.1137544e-06,-4.731788e-06,0.33972168
8.255243e-06,0.1499939,-4.510919e-06,-6.4357882e-06,-5.557202e-06,0.3574524
3.0994415e-06,0.14932251,-4.828762e-06,-7.052324e-06,-5.92359e-06,0.35906982
6.1243773e-06,0.14498901,-5.0354574e-06,-6.8114314e-06,-6.0487364e-06,0.3581543
-2.7820468e-05,0.13449097,-4.4235203e-06,-6.397051e-06,-5.899812e-06,0.40875244
9.576976e-05,0.6358948,-4.2576867e-06,-6.9516827e-06,-6.3481857e-06,0.9703369
8.909404e-05,0.26229858,-2.3501343e-07,-2.2270251e-07,-4.7014328e-07,0.54418945
0.00016459823,0.1352539,2.9209768e-06,4.780246e-06,3.0490628e-06,0.40298462
-3.84897e-05,-0.16433716,8.423522e-06,1.1025433e-05,6.8029913e-06,0.08911133
-1.1920929e-07,-0.03390503,7.7521545e-06,1.0106247e-05,6.600312e-06,0.1958313
9.697676e-05,0.0069885254,7.029914e-06,8.488074e-06,6.8434456e-06,0.19570923
-0.00024338067,0.035217285,6.3960033e-06,8.5182255e-06,6.6645152e-06,0.14797974
0.0016884804,-0.10134888,6.405695e-06,4.2901665e-06,4.494359e-06,-0.02670288
0.0018849373,0.3187561,4.367379e-06,4.3425534e-06,2.9174844e-06,0.3729248
0.00027433038,0.2392273,1.2064702e-06,3.1588133e-06,2.561108e-06,0.36993408
0.0002464801,0.3017273,4.863541e-07,2.1473097e-06,1.7521379e-06,0.4220276
0.00020737946,0.36883545,2.1519372e-07,1.1478551e-06,9.945943e-07,0.47686768
0.00028851628,0.40145874,-1.8984429e-07,4.3443288e-07,2.9450166e-07,0.5142212
0.000333488,0.42767334,-9.962823e-07,-8.7346416e-07,-6.6889334e-07,0.54959106
0.00014840066,0.3973999,-8.860661e-07,-9.892683e-07,-8.807983e-07,0.55081177
0.00013272464,0.3991089,-1.6439008e-06,-1.6926206e-06,-1.5817932e-06,0.5869751
0.00020329654,0.38937378,-2.7375645e-06,-2.7421047e-06,-2.387329e-06,0.60861206
0.00030831993,0.35839844,-3.4787518e-06,-3.245339e-06,-2.8075592e-06,0.6055603
0.00038020313,0.32009888,-3.8279686e-06,-3.5609992e-06,-3.080815e-06,0.5900574
0.00025516748,0.2779541,-3.808178e-06,-3.7267164e-06,-3.2336684e-06,0.5658264
0.0002924055,0.24307251,-3.9215083e-06,-3.8201397e-06,-3.3045362e-06,0.54244995
0.00033175945,0.23989868,-3.6420242e-06,-3.7228456e-06,-3.296038e-06,0.5397339
0.00018514693,0.21936035,-3.6447018e-06,-3.536552e-06,-3.270834e-06,0.5249939
0.00032286346,0.22146606,-4.1552703e-06,-3.8119615e-06,-3.5588746e-06,0.52578735
0.00036129355,0.23168945,-3.7246791e-06,-3.9980223e-06,-3.6595156e-06,0.5317688
0.00028555095,0.22015381,-3.7134741e-06,-3.6158308e-06,-3.3435354e-06,0.524292
0.0003427267,0.22476196,-4.0779705e-06,-3.0697556e-06,-3.297464e-06,0.5267639
0.00029467046,0.2276001,-4.112924e-06,-3.921945e-06,-3.4755503e-06,0.52926636
0.00028638542,0.23034668,-4.239526e-06,-4.3619366e-06,-3.558991e-06,0.53167725
0.0003825426,0.23065186,-4.174799e-06,-3.9360893e-06,-3.4842524e-06,0.5308838
0.00032553077,0.23077393,-3.1900418e-06,-3.9366714e-06,-3.210036e-06,0.53097534
0.0003284812,0.22265625,-3.167952e-06,-3.9050647e-06,-3.1658565e-06,0.5258789
0.00034560263,0.22634888,-3.976864e-06,-3.97049e-06,-2.6335765e-06,0.5270691
0.00025500357,0.22073364,-4.9491646e-06,-3.94939e-06,-2.601184e-06,0.5238342
0.0002514124,0.21575928,-4.8768998e-06,-3.974448e-06,-3.0907104e-06,0.5206909
0.0003491491,0.22146606,-4.1315216e-06,-4.299538e-06,-3.269175e-06,0.525177
0.00030584633,0.2227478,-4.6267232e-06,-4.30434e-06,-1.4938996e-06,0.5259094
0.00038567185,0.21179199,-5.0281233e-06,-4.014815e-06,-3.1819218e-06,0.5187073
0.0003798902,0.1940918,-4.481961e-06,-4.2771862e-06,-5.2193645e-06,0.5074463
0.00023280084,0.20205688,-4.269328e-06,-4.201662e-06,-4.1825697e-06,0.513855
0.00019858778,0.20736694,-4.20984e-06,-3.7223217e-06,-3.406196e-06,0.51641846
0.00027024746,0.22027588,-4.5730267e-06,-4.016707e-06,-3.253488e-06,0.5246582
0.00033025444,0.22528076,-4.9323135e-06,-4.245783e-06,-3.54019e-06,0.5281677
0.0002823323,0.22073364,-4.82396e-06,-4.027941e-06,-3.526162e-06,0.5251465
0.0002682954,0.21826172,-4.532194e-06,-4.007772e-06,-3.562629e-06,0.5241699
0.00036159158,0.2217102,-4.3862965e-06,-4.681933e-06,-3.884663e-06,0.5263672
0.00035068393,0.22128296,-4.466623e-06,-5.12501e-06,-3.8823346e-06,0.52612305
0.0003850162,0.2079773,-4.3535547e-06,-4.533824e-06,-3.4650147e-06,0.51678467
0.00027033687,0.2020874,-4.1977037e-06,-4.2626634e-06,-3.4986879e-06,0.5119934
0.00014393032,0.1876831,-4.1522726e-06,-4.176429e-06,-3.398949e-06,0.50216675
0.00022497773,0.20318604,-5.333597e-06,-4.51674e-06,-3.3702236e-06,0.51242065
0.00022807717,0.2090149,-6.4806954e-06,-5.134003e-06,-3.4200202e-06,0.5159607
0.00039544702,0.20343018,-6.0042366e-06,-5.492446e-06,-3.4798868e-06,0.51278687
0.00021754205,0.19796753,-5.4991106e-06,-5.752896e-06,-3.5597768e-06,0.5088196
0.00013279915,0.16409302,-4.8768125e-06,-5.4087723e-06,-3.2704265e-06,0.48617554
0.00016106665,0.17718506,-4.29558e-06,-4.8945367e-06,-3.5479025e-06,0.49295044
0.00014638901,0.16403198,-4.1878957e-06,-4.3946493e-06,-3.7490681e-06,0.4838562
0.00025941432,0.17514038,-4.7361536e-06,-4.364352e-06,-3.6081474e-06,0.4899292
0.00023345649,0.17276001,-5.0781528e-06,-4.5729394e-06,-4.093832e-06,0.4890442
0.0001642704,0.16668701,-4.6467467e-06,-4.5242778e-06,-4.1152525e-06,0.4857788
0.00017176569,0.16931152,-4.301459e-06,-4.8249203e-06,-4.2478496e-06,0.48638916
9.11057e-05,0.17288208,-4.301779e-06,-4.8376387e-06,-4.265341e-06,0.48825073
0.00016823411,0.1743164,-4.567817e-06,-5.3373224e-06,-3.507681e-06,0.48764038
0.00023433566,0.18499756,-4.564441e-06,-5.3752738e-06,-3.5614648e-06,0.49282837
0.00019831955,0.16433716,-4.0602754e-06,-4.3397886e-06,-3.3688848e-06,0.47790527
0.00021931529,0.16586304,-4.060683e-06,-4.346628e-06,-2.5768531e-06,0.4786682
0.00018496811,0.16049194,-4.0591985e-06,-4.32221e-06,-1.7595594e-06,0.47595215
0.00015896559,0.15447998,-3.9905135e-06,-5.183334e-06,-3.2664393e-06,0.47314453
8.195639e-05,0.14718628,-3.8582075e-06,-5.118607e-06,-3.9097795e-06,0.4685974
0.00015230477,0.14260864,-3.7147547e-06,-4.2158354e-06,-3.0624506e-06,0.4623108
0.0002065152,0.14993286,-3.7492428e-06,-4.2612664e-06,-2.3448374e-06,0.46643066
0.00013396144,0.14083862,-3.7061109e-06,-4.204805e-06,-3.0456576e-06,0.46133423
5.9068203e-05,0.1338501,-3.5660341e-06,-4.15463e-06,-3.6878046e-06,0.45700073
0.00019536912,0.1416626,-3.7101563e-06,-4.2099855e-06,-3.8542494e-06,0.461792
0.00015987456,0.14865112,-3.7444988e-06,-4.253845e-06,-3.1202217e-06,0.46572876
1.9446015e-05,0.14099121,-3.811554e-06,-4.701782e-06,-3.1262753e-06,0.46154785
0.00015218556,0.14450073,-3.7240097e-06,-4.7178182e-06,-3.0804367e-06,0.21536255
-0.00076441467,-1.8172607,-3.6825659e-06,-4.2413303e-06,-2.316665e-06,-1.8838501
-0.00026103854,-0.13241577,-1.1260854e-05,-1.0603457e-05,-4.9860973e-06,0.06149292
-0.000414446,0.61550903,-1.9983941e-05,-1.575303e-05,-6.0692837e-06,1.0760803
-0.00010564923,0.080718994,-2.5490532e-05,-2.8366718e-05,-1.0831456e-05,0.46029663
