c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1766428655036746	318.8459353027893	0.0003105629197511	0.0003911390452479	0.0002576156272564	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766450217201987	318.8459353027893	0.000336885907167	0.0004341958000065	0.0002714384343372	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766432507213147	318.8459353027893	0.0003384707291824	0.0003640463611815	0.0002480997685383	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766409060616825	318.8459353027893	0.0003269349966982	0.0004180978846654	0.0002885231366247	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766405408581721	318.8459353027893	0.0003219922039461	0.0004232654700833	0.0002374669531575	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766455403653081	318.8459353027893	0.0003348759539099	0.0003690737621669	0.0002797841713197	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766409100387522	318.8459353027893	0.0003584672896947	0.000410537623681	0.0002724957575627	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766401992354702	318.8459353027893	0.0003405758466095	0.0004196557199545	0.0002453811840602	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766454956161429	318.8459353027893	0.0003449476898268	0.0003768305181461	0.0002893047256767	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766446413668107	318.8459353027893	0.000344478330712	0.0003749731031839	0.0002449531335752	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766421584865924	318.8459353027893	0.0003152271471721	0.0003457475459423	0.0002448544195773	318.4992415138652	0.0007177779098546	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766398737616294	318.8459353027893	0.0003137074173771	0.0003921974605155	0.0002642367957455	318.4992415138652	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766154527893083	318.8216714753432	0.0003504178493714	0.0004426546521938	0.0002816494206961	318.4940004991762	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1766057535680801	318.8151565601186	0.0003059241674136	0.0003438132243547	0.0002468158558769	318.4881345671568	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1765648780906857	318.655094975576	0.0003457816232452	0.0003967283137776	0.0003060073095283	318.4765922673784	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.176567936030917	318.6380983866986	0.0003153064883566	0.0003808256848769	0.0002904131818817	318.4603002904558	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1765569819705586	318.6380798086004	0.0003376680344863	0.0004140791791871	0.0002643310192449	318.4602966844912	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1765546646498775	318.638079808501	0.0003666060802858	0.0003785479500686	0.0002891302712677	318.4602966845104	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1765604693299069	318.638079808501	0.0003252260550327	0.0003664395009949	0.0003014857135255	318.4602966845104	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
0.1765586415188743	318.638079808501	0.0003037788846794	0.0003853581890513	0.0002614398619956	318.4602966845104	0.0005729169171917	0.015940601734794	7.373067747698586e-07	0.0071966320062107	0.17695047308712	323.1206373601127	323.1206373601127
