c	T_PM	d50	d90	d10	T_TM	mf_PM	mf_TM	Q_g	w_crystal	c_in	T_PM_in	T_TM_in
0.1767942357902246	317.0576406854602	0.0003386969405045	0.0003472274045717	0.0003301664764374	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767931129994986	317.0576406854602	0.0003617729084673	0.0003968966859081	0.0003266491310265	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767901730014317	317.0576406854602	0.0003242302142173	0.0003257562668783	0.0003227041615563	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767904131424635	317.0576406854602	0.0002618737171134	0.0003038217158124	0.0002199257184145	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767908762389756	317.0576406854602	0.0003623815025917	0.0003679521293122	0.0003568108758713	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767911026231675	317.0576406854602	0.0002856644345671	0.0002899533135269	0.0002813755556073	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767934235003061	317.0576406854602	0.0003179521462348	0.0003471181147198	0.0002887861777498	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.176792498678029	317.0576406854602	0.0003552595307707	0.0003680709405341	0.0003424481210072	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767951679620609	317.0576406854602	0.0003139267702879	0.0003325581013347	0.0002952954392411	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767937205130341	317.0576406854602	0.0003557438765272	0.0004054389890835	0.0003060487639709	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.176793555764427	317.0576406854602	0.0003972685136911	0.0004012229269209	0.0003933141004613	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767920051416596	317.0576406854602	0.0003240960831159	0.0003301132299843	0.0003180789362475	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767943803141361	317.0576406854602	0.0003415921562447	0.0003421210955193	0.0003410632169702	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767954917064299	317.0576406854602	0.0003140811994951	0.0003200262627378	0.0003081361362523	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767977595686767	317.0576406854602	0.0003605067301742	0.0004553842150021	0.0002656292453464	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767961804385576	317.0576406854602	0.0003529841337123	0.0003533312853151	0.0003526369821096	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767939102183263	317.0576406854602	0.0003036143723393	0.0003364400947715	0.0002707886499071	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767918245889736	317.0576406854602	0.0003473334924224	0.000391815149689	0.0003028518351557	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
0.1767973244987015	317.0576406854602	0.0003043381526652	0.0003372754646451	0.0002714008406854	316.6598369536812	0.0006115775888475	0.0108206066817952	7.261911584688819e-07	0.0014947311757815	0.17695047308712	323.1206373601127	323.1206373601127
